Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p65m150nlv18Zebra_DIA75msW83_TT0000230_B-A1_1_14631
P41226	P41226;contaminant_UBIQUITIN03	UBA7_HUMAN	UBA7	Ubiquitin-like modifier-activating enzyme 7	150106
P41227	Q9BSU3;P41227;P41227-2	NAA10_HUMAN	NAA10	N-alpha-acetyltransferase 10	320290
P41229;P41229-2;P41229-3;P41229-4;P41229-5	P41229;P41229-2;P41229-3;P41229-4;P41229-5	KDM5C_HUMAN	KDM5C	Lysine-specific demethylase 5C	115044
P41236	P41236	IPP2_HUMAN	PPP1R2	Protein phosphatase inhibitor 2	230374
P41240	P41240	CSK_HUMAN	CSK	Tyrosine-protein kinase CSK	222365
P41247	P41247;P41247-2	PLPL4_HUMAN	PNPLA4	Patatin-like phospholipase domain-containing protein 4	52188
P41250	P41250	GARS_HUMAN	GARS1	Glycine--tRNA ligase	1.16917e+06
P41252	P41252	SYIC_HUMAN	IARS1	Isoleucine--tRNA ligase, cytoplasmic	1.20641e+06
P41440;P41440-3	P41440;P41440-2;P41440-3	S19A1_HUMAN	SLC19A1	Reduced folate transporter	30931
P41567	P41567;O60739	EIF1_HUMAN	EIF1	Eukaryotic translation initiation factor 1	1.18378e+06
P41743	P41743	KPCI_HUMAN	PRKCI	Protein kinase C iota type	151096
P42025	P42025	ACTY_HUMAN	ACTR1B	Beta-centractin	164564
P42025;P61163	P42025;P61163	ACTY_HUMAN;ACTZ_HUMAN	ACTR1A;ACTR1B	Beta-centractin	301153
P42081;P42081-3;P42081-4;P42081-6	P42081;P42081-3;P42081-4;P42081-6	CD86_HUMAN	CD86	T-lymphocyte activation antigen CD86	72387
P42126;P42126-2	P42126;P42126-2	ECI1_HUMAN	ECI1	Enoyl-CoA delta isomerase 1, mitochondrial	578612
P42166	P42166	LAP2A_HUMAN	TMPO	Lamina-associated polypeptide 2, isoform alpha	1.29281e+06
P42166;P42167	P42167;P42167-2;P42167-3;P42166	LAP2A_HUMAN;LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoform alpha	1.29281e+06
P42167	P42167;P42167-2	LAP2B_HUMAN	TMPO	Lamina-associated polypeptide 2, isoforms beta/gamma	1.29281e+06
P42224	P42224;P42224-2	STAT1_HUMAN	STAT1	Signal transducer and activator of transcription 1-alpha/beta	561678
P42226	P42226;P42226-2;P42226-3	STAT6_HUMAN	STAT6	Signal transducer and activator of transcription 6	86392
P42285	P42285	MTREX_HUMAN	MTREX	Exosome RNA helicase MTR4	233526
P42330	P42330;P42330-2	AK1C3_HUMAN	AKR1C3	Aldo-keto reductase family 1 member C3	1.81932e+06
P42330;P52895	P52895;P42330;P42330-2;Q04828	AK1C2_HUMAN;AK1C3_HUMAN	AKR1C2;AKR1C3	Aldo-keto reductase family 1 member C3	832697
P42338	P42338	PK3CB_HUMAN	PIK3CB	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	16191
P42345	P42345	MTOR_HUMAN	MTOR	Serine/threonine-protein kinase mTOR	149448
P42356	P42356	PI4KA_HUMAN	PI4KA	Phosphatidylinositol 4-kinase alpha	961466
P42566	P42566	EPS15_HUMAN	EPS15	Epidermal growth factor receptor substrate 15	174238
P42568;P42568-2	P42568;P42568-2	AF9_HUMAN	MLLT3	Protein AF-9	30901
P42574	P42574	CASP3_HUMAN	CASP3	Caspase-3	86483
P42575	P42575;P42575-2	CASP2_HUMAN	CASP2	Caspase-2	70464
P42658;P42658-2	P42658;P42658-2	DPP6_HUMAN	DPP6	Dipeptidyl aminopeptidase-like protein 6	437852
P42677	P42677	RS27_HUMAN	RPS27	40S ribosomal protein S27	2.73625e+06
P42677;Q71UM5	P42677;Q71UM5	RS27L_HUMAN;RS27_HUMAN	RPS27;RPS27L	40S ribosomal protein S27	1.33855e+06
P42679	P42679;P42679-2;P42679-3	MATK_HUMAN	MATK	Megakaryocyte-associated tyrosine-protein kinase	12797
P42684;P42684-6	P42684;P42684-2;P42684-3;P42684-4;P42684-5;P42684-6;P42684-7;P42684-10;P42684-8	ABL2_HUMAN	ABL2	Tyrosine-protein kinase ABL2	186576
P42685;P42685-2	P42685;P42685-2	FRK_HUMAN	FRK	Tyrosine-protein kinase FRK	111762
P42694	P42694;P42694-2	HELZ_HUMAN	HELZ	Probable helicase with zinc finger domain	55534
P42695	P42695	CNDD3_HUMAN	NCAPD3	Condensin-2 complex subunit D3	341242
P42696	P42696	RBM34_HUMAN	RBM34	RNA-binding protein 34	150382
P42704	P42704	LPPRC_HUMAN	LRPPRC	Leucine-rich PPR motif-containing protein, mitochondrial	805271
P42765	P42765	THIM_HUMAN	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial	824198
P42766	P42766	RL35_HUMAN	RPL35	60S ribosomal protein L35	1.01707e+06
P42771;P42771-4	P42772;P42771;P42771-2;P42771-4	CDN2A_HUMAN	CDKN2A	Cyclin-dependent kinase inhibitor 2A	1.12875e+06
P42773	P42773	CDN2C_HUMAN	CDKN2C	Cyclin-dependent kinase 4 inhibitor C	62289
P42785	P42785	PCP_HUMAN	PRCP	Lysosomal Pro-X carboxypeptidase	95186
P42858	P42858	HD_HUMAN	HTT	Huntingtin	77707
P42892;P42892-3;P42892-4	P42892;P42892-2;P42892-3;P42892-4	ECE1_HUMAN	ECE1	Endothelin-converting enzyme 1	205750
P42898	P42898;P42898-2	MTHR_HUMAN	MTHFR	Methylenetetrahydrofolate reductase	192045
P43003;P43003-2	P43003;P43003-2	EAA1_HUMAN	SLC1A3	Excitatory amino acid transporter 1	27065
P43007	P43007;P43007-2	SATT_HUMAN	SLC1A4	Neutral amino acid transporter A	366431
P43034	P43034;P43034-2	LIS1_HUMAN	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit alpha	829329
P43121	P43121;P43121-2	MUC18_HUMAN	MCAM	Cell surface glycoprotein MUC18	194147
P43155;P43155-2;P43155-3	P43155;P43155-2;P43155-3	CACP_HUMAN	CRAT	Carnitine O-acetyltransferase	12446
P43243	P43243;P43243-2	MATR3_HUMAN	MATR3	Matrin-3	992362
P43243;Q5T481	P43243;P43243-2;Q5T481	MATR3_HUMAN;RBM20_HUMAN	MATR3;RBM20	Matrin-3	121613
P43246	P43246;P43246-2	MSH2_HUMAN	MSH2	DNA mismatch repair protein Msh2	493634
P43251;P43251-2;P43251-3;P43251-4	P43251;P43251-2;P43251-3;P43251-4	BTD_HUMAN	BTD	Biotinidase	29340
P43304	P43304;P43304-2	GPDM_HUMAN	GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial	273203
P43307	P43307;P43307-2	SSRA_HUMAN	SSR1	Translocon-associated protein subunit alpha	1.43613e+06
P43353	P43353;P43353-2	AL3B1_HUMAN	ALDH3B1	Aldehyde dehydrogenase family 3 member B1	80199
P43378	P43378	PTN9_HUMAN	PTPN9	Tyrosine-protein phosphatase non-receptor type 9	37432
P43487;P43487-2	P43487;P43487-2	RANG_HUMAN	RANBP1	Ran-specific GTPase-activating protein	1.07232e+06
P43490	P43490	NAMPT_HUMAN	NAMPT	Nicotinamide phosphoribosyltransferase	1.28817e+06
P43686	P43686;P43686-2	PRS6B_HUMAN	PSMC4	26S proteasome regulatory subunit 6B	492711
P43897	P43897;P43897-2	EFTS_HUMAN	TSFM	Elongation factor Ts, mitochondrial	624817
P45877	P45877	PPIC_HUMAN	PPIC	Peptidyl-prolyl cis-trans isomerase C	106798
P45880	P45880;P45880-1;P45880-2	VDAC2_HUMAN	VDAC2	Voltage-dependent anion-selective channel protein 2	3.34125e+06
P45954	P45954;P45954-2	ACDSB_HUMAN	ACADSB	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	109466
P45973	P45973	CBX5_HUMAN	CBX5	Chromobox protein homolog 5	869885
P45973;Q13185	Q13185;P45973	CBX3_HUMAN;CBX5_HUMAN	CBX3;CBX5	Chromobox protein homolog 5	91980
P45974;P45974-2	P45974;P45974-2	UBP5_HUMAN	USP5	Ubiquitin carboxyl-terminal hydrolase 5	1.0218e+06
P45974;P45974-2;Q8IWA5;Q8IWA5-2;Q8IWA5-3	Q8IWA5;Q8IWA5-2;Q8IWA5-3;P45974;P45974-2	CTL2_HUMAN;UBP5_HUMAN	SLC44A2;USP5	Ubiquitin carboxyl-terminal hydrolase 5	262121
P45974;P45974-2;Q92995	Q92995;Q92995-2;P45974;P45974-2	UBP13_HUMAN;UBP5_HUMAN	USP13;USP5	Ubiquitin carboxyl-terminal hydrolase 5	36143
P45983;P45983-2;P45983-3;P45983-4	P45983;P45983-2;P45983-3;P45983-4;P45983-5	MK08_HUMAN	MAPK8	Mitogen-activated protein kinase 8	8755
P45983;P45983-2;P45983-3;P45983-4;P45984;P45984-2;P45984-3;P45984-4;P53779;P53779-2;P53779-3	P53779;P53779-2;P53779-3;P45983;P45983-2;P45983-3;P45983-4;P45983-5;P45984;P45984-2;P45984-3;P45984-4;P45984-5	MK08_HUMAN;MK09_HUMAN;MK10_HUMAN	MAPK10;MAPK8;MAPK9	Mitogen-activated protein kinase 8	58714
P45983;P45983-2;P45983-3;P45983-4;P53779;P53779-2;P53779-3	P53779;P53779-2;P53779-3;P45983;P45983-2;P45983-3;P45983-4	MK08_HUMAN;MK10_HUMAN	MAPK10;MAPK8	Mitogen-activated protein kinase 8	60567
P45984;P45984-2;P45984-3;P45984-4	P45984;P45984-2;P45984-3;P45984-4	MK09_HUMAN	MAPK9	Mitogen-activated protein kinase 9	55779
P45984;P45984-2;P45984-3;P45984-4;P53779;P53779-2;P53779-3	P53779;P53779-2;P53779-3;P45984;P45984-2;P45984-3;P45984-4	MK09_HUMAN;MK10_HUMAN	MAPK10;MAPK9	Mitogen-activated protein kinase 9	37556
P45985;P45985-2	P45985;P45985-2	MP2K4_HUMAN	MAP2K4	Dual specificity mitogen-activated protein kinase kinase 4	147180
P45985;P45985-2;P46734;P46734-3;P52564	P46734;P46734-2;P46734-3;P45985;P45985-2;P52564;P52564-2	MP2K3_HUMAN;MP2K4_HUMAN;MP2K6_HUMAN	MAP2K3;MAP2K4;MAP2K6	Dual specificity mitogen-activated protein kinase kinase 4	140198
P46013	P46013;P46013-2	KI67_HUMAN	MKI67	Proliferation marker protein Ki-67	611788
P46019	P46019	KPB2_HUMAN	PHKA2	Phosphorylase b kinase regulatory subunit alpha, liver isoform	140237
P46020;P46020-2;P46020-3	P46020;P46020-2;P46020-3	KPB1_HUMAN	PHKA1	Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform	52341
P46060	P46060	RAGP1_HUMAN	RANGAP1	Ran GTPase-activating protein 1	463249
P46063	P46063	RECQ1_HUMAN	RECQL	ATP-dependent DNA helicase Q1	412206
P46087;P46087-4	P46087;P46087-2;P46087-3;P46087-4	NOP2_HUMAN	NOP2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	871390
P46100	P46100;P46100-2;P46100-3;P46100-4;P46100-5	ATRX_HUMAN	ATRX	Transcriptional regulator ATRX	136229
P46108	P46108	CRK_HUMAN	CRK	Adapter molecule crk	143376
P46109	P46109	CRKL_HUMAN	CRKL	Crk-like protein	206457
P46199	P46199	IF2M_HUMAN	MTIF2	Translation initiation factor IF-2, mitochondrial	1.24629e+06
P46379;P46379-2;P46379-3	P46379;P46379-2;P46379-3;P46379-4;P46379-5	BAG6_HUMAN	BAG6	Large proline-rich protein BAG6	228622
P46459	P46459;P46459-2	NSF_HUMAN	NSF	Vesicle-fusing ATPase	378921
P46527	P46527	CDN1B_HUMAN	CDKN1B	Cyclin-dependent kinase inhibitor 1B	29754
P46734;P46734-3	P46734;P46734-2;P46734-3	MP2K3_HUMAN	MAP2K3	Dual specificity mitogen-activated protein kinase kinase 3	89716
P46734;P46734-3;P52564	P46734;P46734-2;P46734-3;P52564;P52564-2	MP2K3_HUMAN;MP2K6_HUMAN	MAP2K3;MAP2K6	Dual specificity mitogen-activated protein kinase kinase 3	49395
P46736;P46736-2	P46736;P46736-2;P46736-3;P46736-4;P46736-5	BRCC3_HUMAN	BRCC3	Lys-63-specific deubiquitinase BRCC36	69096
P46776	P46776	RL27A_HUMAN	RPL27A	60S ribosomal protein L27a	3.49015e+06
P46777	P46777	RL5_HUMAN	RPL5	60S ribosomal protein L5	2.34306e+06
P46778	P46778	RL21_HUMAN	RPL21	60S ribosomal protein L21	2.50453e+06
P46779	P46779;P46779-2;P46779-3	RL28_HUMAN	RPL28	60S ribosomal protein L28	2.89002e+06
P46781	P46781	RS9_HUMAN	RPS9	40S ribosomal protein S9	6.1114e+06
P46782	P46782	RS5_HUMAN	RPS5	40S ribosomal protein S5	2.6652e+06
P46783	Q9NQ39;P46783	RS10_HUMAN	RPS10	40S ribosomal protein S10	2.02861e+06
P46926	P46926;P46926-2	GNPI1_HUMAN	GNPDA1	Glucosamine-6-phosphate isomerase 1	160158
P46926;Q8TDQ7-2	P46926;P46926-2;Q8TDQ7;Q8TDQ7-2;Q8TDQ7-3	GNPI1_HUMAN;GNPI2_HUMAN	GNPDA1;GNPDA2	Glucosamine-6-phosphate isomerase 1	70201
P46934;P46934-2	P46934;P46934-2;P46934-3;P46934-4	NEDD4_HUMAN	NEDD4	E3 ubiquitin-protein ligase NEDD4	103531
P46934;P46934-2;Q76N89;Q76N89-2;Q96PU5;Q96PU5-2;Q96PU5-5;Q96PU5-6;Q96PU5-7;Q9HAU4	Q9HCE7;Q9HCE7-2;Q76N89;Q76N89-2;P46934;P46934-2;P46934-3;P46934-4;Q9P2P5;Q96PU5;Q96PU5-2;Q96PU5-3;Q96PU5-4;Q96PU5-5;Q96PU5-6;Q96PU5-7;Q96PU5-9;Q9HAU4	HECW1_HUMAN;NED4L_HUMAN;NEDD4_HUMAN;SMUF2_HUMAN	HECW1;NEDD4;NEDD4L;SMURF2	E3 ubiquitin-protein ligase NEDD4	77630
P46934;P46934-2;Q96PU5;Q96PU5-2;Q96PU5-5;Q96PU5-6;Q96PU5-7	P46934;P46934-2;P46934-3;P46934-4;Q96PU5;Q96PU5-2;Q96PU5-3;Q96PU5-4;Q96PU5-5;Q96PU5-6;Q96PU5-7;Q96PU5-9	NED4L_HUMAN;NEDD4_HUMAN	NEDD4;NEDD4L	E3 ubiquitin-protein ligase NEDD4	266680
P46937;P46937-6;P46937-7;P46937-9	P46937;P46937-2;P46937-3;P46937-4;P46937-5;P46937-6;P46937-7;P46937-8;P46937-9	YAP1_HUMAN	YAP1	Transcriptional coactivator YAP1	142473
P46939;P46939-2	P46939;P46939-2	UTRO_HUMAN	UTRN	Utrophin	262689
P46940	P46940	IQGA1_HUMAN	IQGAP1	Ras GTPase-activating-like protein IQGAP1	1.11197e+06
P46940;Q13576;Q86VI3	Q13576;Q13576-2;Q13576-3;P46940;Q86VI3	IQGA1_HUMAN;IQGA2_HUMAN;IQGA3_HUMAN	IQGAP1;IQGAP2;IQGAP3	Ras GTPase-activating-like protein IQGAP1	722397
P46940;Q86VI3	P46940;Q86VI3	IQGA1_HUMAN;IQGA3_HUMAN	IQGAP1;IQGAP3	Ras GTPase-activating-like protein IQGAP1	271767
P46976;P46976-2	P46976;P46976-2	GLYG_HUMAN	GYG1	Glycogenin-1	413890
P46977	P46977;P46977-2	STT3A_HUMAN	STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	868115
P46977;Q8TCJ2	Q8TCJ2;P46977;P46977-2	STT3A_HUMAN;STT3B_HUMAN	STT3A;STT3B	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	160643
P47224	P47224	MSS4_HUMAN	RABIF	Guanine nucleotide exchange factor MSS4	80402
P47712	P47712	PA24A_HUMAN	PLA2G4A	Cytosolic phospholipase A2	270768
P47736;P47736-2;P47736-3;P47736-4	P47736;P47736-2;P47736-3;P47736-4	RPGP1_HUMAN	RAP1GAP	Rap1 GTPase-activating protein 1	32408
P47755	P47755;P47755-2	CAZA2_HUMAN	CAPZA2	F-actin-capping protein subunit alpha-2	160333
P47755;P52907	P52907;P47755;P47755-2	CAZA1_HUMAN;CAZA2_HUMAN	CAPZA1;CAPZA2	F-actin-capping protein subunit alpha-2	1.49452e+06
P47756;P47756-2	P47756;P47756-2	CAPZB_HUMAN	CAPZB	F-actin-capping protein subunit beta	1.35191e+06
P47813	O14602;P47813	IF1AX_HUMAN	EIF1AX	Eukaryotic translation initiation factor 1A, X-chromosomal	1.23538e+06
P47897	P47897;P47897-2	SYQ_HUMAN	QARS1	Glutamine--tRNA ligase	448610
P47914	P47914	RL29_HUMAN	RPL29	60S ribosomal protein L29	1.23106e+06
P47974	P47974	TISD_HUMAN	ZFP36L2	mRNA decay activator protein ZFP36L2	32943
P47985	P0C7P4;P47985	UCRI_HUMAN	UQCRFS1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	1.10329e+06
P48029	P48029;P48029-2;P48029-3;P48029-4	SC6A8_HUMAN	SLC6A8	Sodium- and chloride-dependent creatine transporter 1	62409
P48047	P48047	ATPO_HUMAN	ATP5PO	ATP synthase subunit O, mitochondrial	1.22882e+06
P48059	P48059;P48059-2;P48059-3;P48059-4;P48059-5	LIMS1_HUMAN	LIMS1	LIM and senescent cell antigen-like-containing domain protein 1	520558
P48067;P48067-2;P48067-3	P48067;P48067-2;P48067-3	SC6A9_HUMAN	SLC6A9	Sodium- and chloride-dependent glycine transporter 1	77607
P48147	P48147	PPCE_HUMAN	PREP	Prolyl endopeptidase	2.93216e+06
P48163	P48163;P48163-2	MAOX_HUMAN	ME1	NADP-dependent malic enzyme	133460
P48200	P48200	IREB2_HUMAN	IREB2	Iron-responsive element-binding protein 2	71042
P48378	P48378	RFX2_HUMAN	RFX2	DNA-binding protein RFX2	163987
P48382	P48382;P48382-2	RFX5_HUMAN	RFX5	DNA-binding protein RFX5	49767
P48426;P48426-2	P48426;P48426-2	PI42A_HUMAN	PIP4K2A	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	121125
P48444	P48444	COPD_HUMAN	ARCN1	Coatomer subunit delta	462579
P48449	P48449;P48449-2;P48449-3	ERG7_HUMAN	LSS	Lanosterol synthase	102438
P48454;P48454-2;P48454-3	P48454;P48454-2;P48454-3	PP2BC_HUMAN	PPP3CC	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform	56173
P48454;P48454-2;P48454-3;Q08209;Q08209-2	P16298;P16298-2;P16298-3;P16298-4;Q08209;Q08209-2;Q08209-3;Q08209-5;P48454;P48454-2;P48454-3	PP2BA_HUMAN;PP2BC_HUMAN	PPP3CA;PPP3CC	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform	90688
P48506	P48506	GSH1_HUMAN	GCLC	Glutamate--cysteine ligase catalytic subunit	157825
P48507	P48507;P48507-2	GSH0_HUMAN	GCLM	Glutamate--cysteine ligase regulatory subunit	133423
P48509	P48509	CD151_HUMAN	CD151	CD151 antigen	159455
P48553	P48553	TPC10_HUMAN	TRAPPC10	Trafficking protein particle complex subunit 10	56049
P48556	P48556	PSMD8_HUMAN	PSMD8	26S proteasome non-ATPase regulatory subunit 8	548531
P48634	P48634;P48634-2;P48634-3;P48634-4	PRC2A_HUMAN	PRRC2A	Protein PRRC2A	171492
P48634;Q5JSZ5;Q9Y520;Q9Y520-5;Q9Y520-7	Q5JSZ5;Q5JSZ5-5;P48634;P48634-2;P48634-3;P48634-4;Q9Y520;Q9Y520-3;Q9Y520-4;Q9Y520-5;Q9Y520-6;Q9Y520-7	PRC2A_HUMAN;PRC2B_HUMAN;PRC2C_HUMAN	PRRC2A;PRRC2B;PRRC2C	Protein PRRC2A	55796
P48637	P48637;P48637-2	GSHB_HUMAN	GSS	Glutathione synthetase	559220
P48643	P48643;P48643-2	TCPE_HUMAN	CCT5	T-complex protein 1 subunit epsilon	1.38918e+06
P48651	P48651;P48651-2;P48651-3	PTSS1_HUMAN	PTDSS1	Phosphatidylserine synthase 1	106603
P48681	P48681	NEST_HUMAN	NES	Nestin	452854
P48723	P48723	HSP13_HUMAN	HSPA13	Heat shock 70 kDa protein 13	103166
P48729;P48729-2	Q8N752;P48729;P48729-2;P48729-3	KC1A_HUMAN	CSNK1A1	Casein kinase I isoform alpha	214599
P48730;P48730-2	P48730;P48730-2	KC1D_HUMAN	CSNK1D	Casein kinase I isoform delta	143520
P48730;P48730-2;P49674	P48730;P48730-2;P49674	KC1D_HUMAN;KC1E_HUMAN	CSNK1D;CSNK1E	Casein kinase I isoform delta	99438
P48735	P48735;P48735-2	IDHP_HUMAN	IDH2	Isocitrate dehydrogenase [NADP], mitochondrial	223427
P48739;P48739-2;P48739-3	P48739;P48739-2;P48739-3	PIPNB_HUMAN	PITPNB	Phosphatidylinositol transfer protein beta isoform	282952
P48739;P48739-2;P48739-3;Q00169	Q00169;P48739;P48739-2;P48739-3	PIPNA_HUMAN;PIPNB_HUMAN	PITPNA;PITPNB	Phosphatidylinositol transfer protein beta isoform	264102
P48960;P48960-2;P48960-3	P48960;P48960-2;P48960-3	CD97_HUMAN	CD97	CD97 antigen	105921
P49005	P49005	DPOD2_HUMAN	POLD2	DNA polymerase delta subunit 2	378139
P49006	P49006	MRP_HUMAN	MARCKSL1	MARCKS-related protein	95614
P49023;P49023-2;P49023-3	P49023;P49023-2;P49023-3	PAXI_HUMAN	PXN	Paxillin	112226
P49069	P49069	CAMLG_HUMAN	CAMLG	Calcium signal-modulating cyclophilin ligand	79140
P49116	P49116;P49116-2	NR2C2_HUMAN	NR2C2	Nuclear receptor subfamily 2 group C member 2	131276
P49137	P49137;P49137-2	MAPK2_HUMAN	MAPKAPK2	MAP kinase-activated protein kinase 2	53273
P49137;Q16644	Q96PN8;P49137;P49137-2;Q16644;P51817;O43930	MAPK2_HUMAN;MAPK3_HUMAN	MAPKAPK2;MAPKAPK3	MAP kinase-activated protein kinase 2	92023
P49184	P49184	DNSL1_HUMAN	DNASE1L1	Deoxyribonuclease-1-like 1	18508
P49189	P49189;P49189-2;P49189-3	AL9A1_HUMAN	ALDH9A1	4-trimethylaminobutyraldehyde dehydrogenase	936273
P49207	P49207	RL34_HUMAN	RPL34	60S ribosomal protein L34	936371
P49247	P49247	RPIA_HUMAN	RPIA	Ribose-5-phosphate isomerase	86606
P49257	P49257	LMAN1_HUMAN	LMAN1	Protein ERGIC-53	970193
P49321	P49321;P49321-2;P49321-3	NASP_HUMAN	NASP	Nuclear autoantigenic sperm protein	794028
P49327	P49327	FAS_HUMAN	FASN	Fatty acid synthase	659831
P49336;P49336-2	P49336;P49336-2	CDK8_HUMAN	CDK8	Cyclin-dependent kinase 8	19039
P49354	P49354;P49354-2	FNTA_HUMAN	FNTA	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	135953
P49356	P49356	FNTB_HUMAN	FNTB	Protein farnesyltransferase subunit beta	175693
P49366	P49366;P49366-2;P49366-3	DHYS_HUMAN	DHPS	Deoxyhypusine synthase	52527
P49368	P49368;P49368-2	TCPG_HUMAN	CCT3	T-complex protein 1 subunit gamma	1.96009e+06
P49406	P49406	RM19_HUMAN	MRPL19	39S ribosomal protein L19, mitochondrial	152323
P49407;P49407-2	P49407;P49407-2	ARRB1_HUMAN	ARRB1	Beta-arrestin-1	9659
P49411	P49411	EFTU_HUMAN	TUFM	Elongation factor Tu, mitochondrial	1.65552e+06
P49419;P49419-2	P49419;P49419-2;P49419-4	AL7A1_HUMAN	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase	1.12473e+06
P49427	P49427	UB2R1_HUMAN	CDC34	Ubiquitin-conjugating enzyme E2 R1	66667
P49427;Q712K3	P49427;Q712K3	UB2R1_HUMAN;UB2R2_HUMAN	CDC34;UBE2R2	Ubiquitin-conjugating enzyme E2 R1	69367
P49441	P49441	INPP_HUMAN	INPP1	Inositol polyphosphate 1-phosphatase	56482
P49447	P49447	CY561_HUMAN	CYB561	Cytochrome b561	63850
P49454	P49454	CENPF_HUMAN	CENPF	Centromere protein F	981583
P49458	P49458	SRP09_HUMAN	SRP9	Signal recognition particle 9 kDa protein	1.06972e+06
P49459	P49459;P49459-2;P49459-3	UBE2A_HUMAN	UBE2A	Ubiquitin-conjugating enzyme E2 A	113994
P49585	P49585	PCY1A_HUMAN	PCYT1A	Choline-phosphate cytidylyltransferase A	329410
P49588	P49588;P49588-2	SYAC_HUMAN	AARS1	Alanine--tRNA ligase, cytoplasmic	1.72079e+06
P49589;P49589-3	P49589;P49589-2;P49589-3	SYCC_HUMAN	CARS1	Cysteine--tRNA ligase, cytoplasmic	483345
P49590;P49590-2	P49590;P49590-2	SYHM_HUMAN	HARS2	Histidine--tRNA ligase, mitochondrial	78762
P49591	P49591	SYSC_HUMAN	SARS1	Serine--tRNA ligase, cytoplasmic	687830
P49593	P49593;P49593-2	PPM1F_HUMAN	PPM1F	Protein phosphatase 1F	165081
P49642	P49642	PRI1_HUMAN	PRIM1	DNA primase small subunit	200724
P49643	P49643;P49643-2	PRI2_HUMAN	PRIM2	DNA primase large subunit	80525
P49662;P49662-2;P49662-4	P49662;P49662-2;P49662-4	CASP4_HUMAN	CASP4	Caspase-4	77198
P49674	P49674	KC1E_HUMAN	CSNK1E	Casein kinase I isoform epsilon	240370
P49711	P49711;P49711-2	CTCF_HUMAN	CTCF	Transcriptional repressor CTCF	233605
P49720	P49720	PSB3_HUMAN	PSMB3	Proteasome subunit beta type-3	659311
P49721	P49721	PSB2_HUMAN	PSMB2	Proteasome subunit beta type-2	545893
P49736	P49736	MCM2_HUMAN	MCM2	DNA replication licensing factor MCM2	623458
P49748;P49748-3	P49748;P49748-2;P49748-3	ACADV_HUMAN	ACADVL	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	1.47045e+06
P49750	P49750;P49750-1	YLPM1_HUMAN	YLPM1	YLP motif-containing protein 1	366648
P49753;Q86TX2	Q86TX2;P49753	ACOT1_HUMAN;ACOT2_HUMAN	ACOT1;ACOT2	Acyl-coenzyme A thioesterase 2, mitochondrial	235830
P49754;P49754-3	P49754;P49754-2;P49754-3	VPS41_HUMAN	VPS41	Vacuolar protein sorting-associated protein 41 homolog	49811
P49755	P49755	TMEDA_HUMAN	TMED10	Transmembrane emp24 domain-containing protein 10	1.0466e+06
P49756	P49756;P49756-2;P49756-3	RBM25_HUMAN	RBM25	RNA-binding protein 25	217718
P49757;P49757-3	P49757;P49757-2;P49757-3;P49757-4;P49757-5;P49757-6;P49757-7;P49757-8	NUMB_HUMAN	NUMB	Protein numb homolog	120564
P49757;P49757-3;Q9Y6R0	P49757;P49757-2;P49757-3;P49757-4;P49757-5;P49757-6;P49757-7;P49757-8;Q9Y6R0	NUMBL_HUMAN;NUMB_HUMAN	NUMB;NUMBL	Protein numb homolog	38917
P49759;P49759-3	P49759;P49759-2;P49759-3	CLK1_HUMAN	CLK1	Dual specificity protein kinase CLK1	23864
P49759;P49759-3;Q9HAZ1	P49759;P49759-3;Q9HAZ1	CLK1_HUMAN;CLK4_HUMAN	CLK1;CLK4	Dual specificity protein kinase CLK1	52422
P49760;P49760-3	P49760;P49760-3	CLK2_HUMAN	CLK2	Dual specificity protein kinase CLK2	24514
P49761;P49761-1	P49761;P49761-1	CLK3_HUMAN	CLK3	Dual specificity protein kinase CLK3	56485
P49768;P49768-2	P49768;P49768-2;P49768-3;P49768-4;P49768-5;P49768-6;P49768-7	PSN1_HUMAN	PSEN1	Presenilin-1	79131
P49770	P49770	EI2BB_HUMAN	EIF2B2	Translation initiation factor eIF-2B subunit beta	212635
P49773	P49773	HINT1_HUMAN	HINT1	Histidine triad nucleotide-binding protein 1	1.23632e+06
P49790	P49790;P49790-2;P49790-3	NU153_HUMAN	NUP153	Nuclear pore complex protein Nup153	289267
